skill_python,skill_javascript,skill_react,skill_nodejs,skill_mongodb,skill_design,skill_testing,skill_devops,skill_ml,skill_java,role_PM,role_Developer,role_Designer,role_QA,role_BusinessAnalyst,availability_overlap,team_size,avg_skill_level,skill_diversity,roles_covered,max_skill_gap,workload_balance_score,success_score,full_role_coverage,core_skills_present,high_availability,skill_role_alignment,success_label
1.3133653,0.5181281,-0.20240964,1.3702728,1.4096859,-0.94838005,-0.9229243,1.2649839,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,1.2824953,1.3259393,1.255827,0.9093975,0.023480583,-0.5496455,0.6384816,95.95999908447266,-0.66999626,-0.6269723,1.1013992,-0.5522142,1
-0.8758088,-0.19891198,-0.20240964,-1.6622506,-2.6866035,-0.94838005,0.6150385,1.2649839,0.0,0.0,0.5151504,0.50773394,-1.8817879,-2.0476985,0.4868555,-1.2072484,-1.3977755,-1.4891979,-1.8344891,-1.208076,-0.67492986,-1.6212149,80.7699966430664,-0.66999626,-0.6269723,-0.90793604,-1.6240827,1
1.3133653,0.5181281,-0.20240964,1.3702728,1.4096859,1.238105,0.6150385,-1.692048,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,0.4868555,-1.603434,1.3259393,1.255827,-0.91986036,0.023480583,-0.445242,1.0801883,100.0,-0.66999626,1.5949668,-0.90793604,0.7224403,1
1.3133653,1.2351682,-0.20240964,0.61214185,-0.63845885,-0.94838005,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,0.5409682,-0.48987058,0.75673145,0.9093975,0.023480583,-0.2758761,-0.72415805,100.0,-0.66999626,-0.6269723,1.1013992,0.37480754,1
0.58364064,-0.9159521,-0.9371077,1.3702728,1.4096859,-0.21955173,-0.9229243,-0.21353209,0.0,0.0,0.5151504,-1.9695354,-1.8817879,0.48835316,0.4868555,1.0872729,-1.3977755,-0.2414595,-0.005231433,-1.208076,0.34126514,-0.823073,73.97000122070312,-0.66999626,-0.6269723,1.1013992,-1.7689298,1
-0.8758088,-0.19891198,-0.20240964,-1.6622506,-1.662531,-0.94838005,0.6150385,1.2649839,0.0,0.0,-1.9411806,0.50773394,-1.8817879,0.48835316,0.4868555,1.3624026,-1.3977755,-0.99010247,-0.91986036,-1.208076,1.2217355,-1.0481899,77.94999694824219,-0.66999626,-0.6269723,1.1013992,-1.1316026,1
1.3133653,0.5181281,-0.20240964,1.3702728,1.4096859,1.238105,-1.6919056,0.5257259,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,-2.0539975,-1.1120877,1.3259393,1.5053744,-0.005231433,-1.208076,-1.142426,0.38096145,94.08999633789062,-0.66999626,-0.6269723,-0.90793604,0.02717444,1
-1.6055334,1.2351682,0.5322883,-0.90411985,-0.63845885,-1.6772084,-1.6919056,-0.21353209,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,-2.0539975,-1.0245986,-1.3977755,-1.4891979,-1.8344891,-1.208076,-1.2039082,0.70328796,65.83999633789062,-0.66999626,-0.6269723,-0.90793604,-0.75499994,0
1.3133653,0.5181281,1.2669863,0.61214185,1.4096859,-0.94838005,0.6150385,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-1.7395344,0.4180344,1.5053744,-0.91986036,1.2550372,-0.80949455,-1.2374929,100.0,1.4925456,-0.6269723,-0.90793604,1.0411044,1
-0.14608407,0.5181281,1.2669863,1.3702728,1.4096859,0.5092766,-1.6919056,-1.692048,0.0,0.0,0.5151504,-1.9695354,0.5314095,0.48835316,0.4868555,1.101501,-0.48987058,0.50718343,-0.91986036,0.023480583,-1.3210722,-1.3654002,100.0,-0.66999626,-0.6269723,1.1013992,-0.8129387,1
-0.8758088,0.5181281,1.2669863,-0.90411985,-0.63845885,-0.21955173,-0.9229243,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-1.2763141,0.4180344,-0.2414595,0.9093975,1.2550372,-0.38723987,1.1177078,93.16999816894531,1.4925456,-0.6269723,-0.90793604,0.25892997,1
-0.8758088,-0.19891198,-0.20240964,-0.90411985,-0.63845885,1.238105,-0.1539429,-0.95279,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,-2.0539975,1.2488755,-1.3977755,-0.740555,0.9093975,-1.208076,-0.80137426,0.18313153,93.56999969482422,-0.66999626,1.5949668,1.1013992,-0.6680918,1
-0.14608407,-0.9159521,-0.9371077,-0.14598897,0.3856135,1.238105,1.3840199,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,1.3750143,0.4180344,0.00808854,0.9093975,1.2550372,-1.3338326,-0.89811194,100.0,1.4925456,1.5949668,1.1013992,1.4466759,1
-0.14608407,0.5181281,1.2669863,0.61214185,0.3856135,0.5092766,-0.1539429,1.2649839,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,0.4868555,-0.9255861,1.3259393,1.5053744,0.9093975,0.023480583,1.2658172,1.3837552,100.0,-0.66999626,1.5949668,-0.90793604,-0.11767289,1
1.3133653,-0.19891198,-0.20240964,1.3702728,1.4096859,-1.6772084,-0.1539429,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,0.8061853,1.3259393,0.25763598,-0.005231433,0.023480583,1.2252157,1.7265468,77.9800033569336,-0.66999626,-0.6269723,1.1013992,0.31686875,1
-1.6055334,1.2351682,-0.20240964,-1.6622506,-0.63845885,-0.21955173,-0.1539429,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,1.0095375,0.4180344,-0.49100694,-0.91986036,1.2550372,-1.0728236,1.62081,86.2699966430664,1.4925456,1.5949668,1.1013992,0.8093489,1
0.58364064,1.2351682,-0.20240964,0.61214185,0.3856135,-0.94838005,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-0.5539917,0.4180344,0.75673145,0.9093975,1.2550372,-0.38607994,1.7401903,91.7300033569336,1.4925456,-0.6269723,-0.90793604,0.37480754,1
-0.8758088,0.5181281,1.2669863,-0.90411985,-0.63845885,0.5092766,-0.9229243,1.2649839,0.0,0.0,0.5151504,-1.9695354,0.5314095,0.48835316,0.4868555,1.249696,-0.48987058,0.00808854,-0.005231433,0.023480583,-1.1598266,-0.4171804,97.08000183105469,-0.66999626,-0.6269723,1.1013992,-0.5811836,1
1.3133653,1.2351682,1.2669863,-0.14598897,-0.63845885,-0.21955173,-1.6919056,-2.431306,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,-2.0539975,1.242519,-1.3977755,-0.2414595,-0.91986036,-1.208076,-0.8373355,1.2046849,99.01000213623047,-0.66999626,-0.6269723,1.1013992,-0.61015296,1
-0.14608407,-0.9159521,-0.9371077,0.61214185,0.3856135,0.5092766,1.3840199,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,0.6849964,0.4180344,0.75673145,0.9093975,1.2550372,-0.098389976,-0.93392605,100.0,1.4925456,1.5949668,1.1013992,1.5335848,1
1.3133653,1.2351682,-0.20240964,0.61214185,-0.63845885,-0.21955173,-0.9229243,-0.95279,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,-2.0539975,-0.44823357,-1.3977755,0.25763598,0.9093975,-1.208076,0.9781273,-0.17330371,97.0999984741211,-0.66999626,-0.6269723,-0.90793604,-0.26251987,1
1.3133653,-0.9159521,-0.9371077,1.3702728,1.4096859,1.238105,1.3840199,-0.21353209,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,-1.4557071,-0.48987058,1.5053744,0.9093975,0.023480583,-1.4219956,0.32979858,100.0,-0.66999626,1.5949668,-0.90793604,1.1859514,1
-0.8758088,1.2351682,1.2669863,-0.90411985,-0.63845885,0.5092766,1.3840199,-0.95279,0.0,0.0,-1.9411806,0.50773394,-1.8817879,0.48835316,0.4868555,1.2943945,1.3259393,0.50718343,0.9093975,-1.208076,0.82268184,0.853366,100.0,-0.66999626,1.5949668,1.1013992,-0.26251987,1
1.3133653,-0.9159521,-0.9371077,0.61214185,1.4096859,-0.94838005,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,0.4868555,0.80909675,-0.48987058,0.00808854,-0.005231433,0.023480583,1.3238192,-1.1931516,82.27999877929688,-0.66999626,-0.6269723,1.1013992,-0.29148945,1
1.3133653,1.2351682,-0.20240964,-0.14598897,1.4096859,0.5092766,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,0.4868555,-0.7243104,1.3259393,1.5053744,0.9093975,0.023480583,0.8203617,-0.7940807,100.0,-0.66999626,-0.6269723,-0.90793604,0.46171573,1
0.58364064,1.2351682,0.5322883,0.61214185,1.4096859,-1.6772084,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,0.4868555,-0.73516953,-0.48987058,1.0062789,-0.005231433,0.023480583,1.3702207,1.723136,83.58000183105469,-0.66999626,-0.6269723,-0.90793604,-0.46530584,1
1.3133653,-0.9159521,-0.9371077,1.3702728,1.4096859,-0.94838005,0.6150385,0.5257259,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,-0.094832286,-0.48987058,0.75673145,0.9093975,0.023480583,1.0140884,0.34003124,79.94999694824219,-0.66999626,-0.6269723,-0.90793604,0.02717444,1
-1.6055334,1.2351682,0.5322883,-0.90411985,-0.63845885,-2.4060369,1.3840199,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,-0.375781,-0.48987058,-0.99010247,-0.91986036,0.023480583,1.2553767,-0.6729951,87.26000213623047,-0.66999626,-0.6269723,-0.90793604,0.46171573,1
1.3133653,-0.9159521,-1.6718056,-0.14598897,1.4096859,-0.94838005,-0.1539429,-1.692048,0.0,0.0,0.5151504,-1.9695354,0.5314095,-2.0476985,0.4868555,1.6740558,-1.3977755,-0.99010247,-0.91986036,-1.208076,-0.38491982,-0.763383,86.7300033569336,-0.66999626,-0.6269723,1.1013992,-1.8558382,1
-1.6055334,0.5181281,-0.20240964,-1.6622506,-0.63845885,-0.94838005,-0.1539429,0.5257259,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,-2.0539975,1.2652543,-1.3977755,-1.2396499,-0.91986036,-1.208076,0.05937551,1.6992599,68.58000183105469,-0.66999626,-0.6269723,1.1013992,-0.4363366,0
-0.8758088,1.2351682,0.5322883,-0.90411985,-0.63845885,-0.94838005,-0.9229243,-0.21353209,0.0,0.0,-1.9411806,0.50773394,0.5314095,-2.0476985,0.4868555,1.5900503,-1.3977755,-0.740555,0.9093975,-1.208076,-0.28979656,-0.8571816,81.7699966430664,-0.66999626,-0.6269723,1.1013992,-1.1316026,1
1.3133653,0.5181281,-0.20240964,0.61214185,0.3856135,0.5092766,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,1.1789446,0.4180344,0.75673145,-0.005231433,1.2550372,0.8899643,1.3615845,100.0,1.4925456,-0.6269723,1.1013992,0.95419586,1
1.3133653,0.5181281,1.2669863,-0.14598897,0.3856135,-0.21955173,-0.9229243,-0.95279,0.0,0.0,0.5151504,-1.9695354,-1.8817879,0.48835316,0.4868555,-1.1920322,-1.3977755,0.50718343,0.9093975,-1.208076,0.81108147,-0.6081887,88.08999633789062,-0.66999626,-0.6269723,-0.90793604,-1.6820216,1
-0.14608407,-0.9159521,-0.9371077,1.3702728,0.3856135,-0.94838005,1.3840199,-0.21353209,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,0.30652553,0.4180344,0.00808854,0.9093975,1.2550372,1.2820576,-0.33020338,90.05000305175781,1.4925456,-0.6269723,1.1013992,1.156982,1
1.3133653,-1.6329923,-0.9371077,1.3702728,1.4096859,-0.94838005,1.3840199,-0.95279,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,0.6963269,-0.48987058,0.00808854,-0.91986036,0.023480583,-0.84893596,0.95910263,89.16999816894531,-0.66999626,-0.6269723,1.1013992,0.31686875,1
-0.14608407,-1.6329923,-0.9371077,-0.14598897,-0.63845885,1.238105,-0.9229243,0.5257259,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,0.4868555,0.38854647,-0.48987058,-0.99010247,-0.91986036,0.023480583,1.2866977,1.0818937,74.31999969482422,-0.66999626,-0.6269723,1.1013992,-0.98675543,1
1.3133653,-0.19891198,0.5322883,0.61214185,0.3856135,-1.6772084,1.3840199,-0.95279,0.0,0.0,-1.9411806,-1.9695354,0.5314095,0.48835316,0.4868555,0.13976505,-1.3977755,0.25763598,-0.91986036,-1.208076,-1.2758306,-0.8009024,97.70999908447266,-0.66999626,-0.6269723,-0.90793604,-1.4212967,1
-2.335258,-1.6329923,-0.9371077,-0.90411985,-0.63845885,0.5092766,-1.6919056,1.2649839,0.0,0.0,-1.9411806,0.50773394,0.5314095,-2.0476985,0.4868555,1.4464978,-1.3977755,-1.9882933,-1.8344891,-1.208076,0.44218865,-0.81795675,55.599998474121094,-0.66999626,-0.6269723,1.1013992,-1.4212967,0
-0.14608407,0.5181281,1.2669863,0.61214185,-0.63845885,-0.21955173,1.3840199,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-1.399463,0.4180344,0.75673145,0.9093975,1.2550372,1.5917883,1.4315072,99.37999725341797,1.4925456,1.5949668,-0.90793604,1.2438902,1
-1.6055334,-0.9159521,-1.6718056,-0.90411985,-0.63845885,1.238105,-0.1539429,-0.95279,0.0,0.0,0.5151504,-1.9695354,0.5314095,0.48835316,-2.0539975,-0.24089058,-1.3977755,-1.9882933,-1.8344891,-1.208076,0.17885955,0.058634922,64.58999633789062,-0.66999626,-0.6269723,-0.90793604,-0.23355047,0
0.58364064,1.2351682,0.5322883,-0.14598897,1.4096859,-0.94838005,1.3840199,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,-2.0539975,0.514089,1.3259393,1.7549219,0.9093975,-1.208076,-1.3129519,1.5372438,100.0,-0.66999626,-0.6269723,1.1013992,-0.08870315,1
-0.8758088,-0.19891198,0.5322883,-0.90411985,-1.662531,-1.6772084,1.3840199,1.2649839,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,-1.2797807,-0.48987058,-0.740555,-1.8344891,0.023480583,1.1602534,0.91135055,71.91999816894531,-0.66999626,-0.6269723,-0.90793604,-0.5522142,1
1.3133653,0.5181281,1.2669863,-0.14598897,-0.63845885,0.5092766,-0.9229243,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,0.4868555,-1.0755804,1.3259393,1.255827,0.9093975,0.023480583,0.45494914,-0.67981684,100.0,-0.66999626,-0.6269723,-0.90793604,0.43274632,1
1.3133653,1.2351682,1.2669863,0.61214185,-0.63845885,0.5092766,-0.9229243,-0.21353209,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,0.91052145,1.3259393,1.255827,0.9093975,0.023480583,1.1463331,-0.9441586,100.0,-0.66999626,-0.6269723,1.1013992,1.0121347,1
0.58364064,-0.19891198,-0.20240964,0.61214185,-0.63845885,-1.6772084,-0.1539429,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,1.368223,0.4180344,-0.2414595,-0.005231433,1.2550372,1.2762576,1.4843756,97.22000122070312,1.4925456,-0.6269723,1.1013992,-0.030764354,1
0.58364064,-0.9159521,-1.6718056,-0.14598897,1.4096859,-0.94838005,0.6150385,-0.95279,0.0,0.0,0.5151504,-1.9695354,-1.8817879,0.48835316,0.4868555,-1.5241848,-1.3977755,-0.740555,-0.005231433,-1.208076,1.5221859,1.5372438,69.55999755859375,-0.66999626,-0.6269723,-0.90793604,-1.2474804,0
-0.14608407,1.2351682,1.2669863,0.61214185,0.3856135,0.5092766,-0.1539429,1.2649839,0.0,0.0,-1.9411806,-1.9695354,0.5314095,0.48835316,0.4868555,-1.5801189,1.3259393,1.7549219,0.9093975,-1.208076,0.0036936149,1.114297,92.62999725341797,-0.66999626,1.5949668,-0.90793604,-1.1316026,1
-1.6055334,1.2351682,-0.20240964,-0.90411985,-2.6866035,-1.6772084,-0.1539429,-0.95279,0.0,0.0,-1.9411806,-1.9695354,0.5314095,0.48835316,0.4868555,0.4284449,-1.3977755,-2.237841,-2.749118,-1.208076,-1.2932312,1.1177078,71.23999786376953,-0.66999626,-0.6269723,1.1013992,-2.0006855,1
1.3133653,-0.19891198,0.5322883,1.3702728,-0.63845885,-0.94838005,1.3840199,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,-2.0539975,-0.80205417,-1.3977755,0.50718343,-0.005231433,-1.208076,0.6405555,0.9659245,97.91000366210938,-0.66999626,-0.6269723,-0.90793604,-0.23355047,1
-0.8758088,1.2351682,0.5322883,-0.90411985,-0.63845885,1.238105,-0.9229243,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,0.2863531,0.4180344,-0.49100694,-0.005231433,1.2550372,1.5685875,-1.1624539,94.93000030517578,1.4925456,-0.6269723,1.1013992,1.0990433,1
-0.8758088,-0.19891198,-0.20240964,-0.90411985,-0.63845885,1.238105,-0.9229243,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,0.8834711,-0.48987058,-0.99010247,0.9093975,0.023480583,1.3957417,1.150111,79.77999877929688,-0.66999626,-0.6269723,1.1013992,0.46171573,1
-0.8758088,-1.6329923,-0.9371077,-0.90411985,-0.63845885,1.238105,1.3840199,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,0.80543953,0.4180344,-0.740555,-1.8344891,1.2550372,-1.1621467,1.5884069,93.2300033569336,1.4925456,-0.6269723,1.1013992,1.0700738,1
-1.6055334,-0.19891198,1.2669863,-1.6622506,-1.662531,-1.6772084,0.6150385,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,-1.0643399,-0.48987058,-0.99010247,-2.749118,0.023480583,0.711318,-0.06415608,80.48999786376953,-0.66999626,-0.6269723,-0.90793604,-0.11767289,1
0.58364064,0.5181281,0.5322883,-0.14598897,0.3856135,-1.6772084,-0.1539429,-0.95279,0.0,0.0,0.5151504,-1.9695354,0.5314095,0.48835316,-2.0539975,1.0711033,-1.3977755,-0.49100694,-0.91986036,-1.208076,-0.80021423,-1.0311357,100.0,-0.66999626,-0.6269723,1.1013992,-1.218511,1
-0.8758088,-0.9159521,-0.9371077,-0.90411985,-0.63845885,1.238105,1.3840199,-0.95279,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,0.62169164,-0.48987058,-0.740555,0.9093975,0.023480583,-0.65984935,-1.5495868,95.73999786376953,-0.66999626,-0.6269723,1.1013992,1.0700738,1
-0.8758088,-0.9159521,-0.9371077,-0.90411985,-0.63845885,1.238105,1.3840199,-0.95279,0.0,0.0,0.5151504,0.50773394,-1.8817879,0.48835316,0.4868555,-1.5795426,-0.48987058,-0.99010247,-0.005231433,0.023480583,-0.54616547,-1.1965624,81.31999969482422,-0.66999626,-0.6269723,-0.90793604,-0.40736702,1
1.3133653,1.2351682,1.2669863,1.3702728,1.4096859,-1.6772084,1.3840199,-0.21353209,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,0.36110726,1.3259393,2.0044699,-0.005231433,0.023480583,-1.5205991,-0.97144556,100.0,-0.66999626,-0.6269723,1.1013992,0.02717444,1
-1.6055334,-0.9159521,-0.9371077,-0.90411985,-1.662531,0.5092766,0.6150385,-0.95279,0.0,0.0,0.5151504,-1.9695354,0.5314095,0.48835316,-2.0539975,-1.0714642,-1.3977755,-2.237841,-1.8344891,-1.208076,1.4398233,0.29227915,67.5,-0.66999626,-0.6269723,-0.90793604,-0.26251987,0
0.58364064,1.2351682,1.2669863,-0.14598897,0.3856135,-0.94838005,1.3840199,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,0.29877213,0.4180344,1.255827,-0.005231433,1.2550372,1.3400596,1.3649954,100.0,1.4925456,-0.6269723,1.1013992,1.301829,1
-1.6055334,-0.19891198,0.5322883,-0.90411985,-0.63845885,-0.94838005,-0.1539429,1.2649839,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,1.5369061,0.4180344,-0.99010247,-0.91986036,1.2550372,-1.171427,-1.657029,96.18000030517578,1.4925456,-0.6269723,1.1013992,-0.11767289,1
1.3133653,-0.19891198,1.2669863,0.61214185,1.4096859,1.238105,-0.9229243,-0.21353209,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-1.6541908,0.4180344,1.5053744,0.9093975,1.2550372,-1.4045951,0.18654235,100.0,1.4925456,-0.6269723,-0.90793604,1.3307984,1
1.3133653,-0.19891198,0.5322883,0.61214185,1.4096859,-0.21955173,-0.9229243,0.5257259,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,-2.0539975,-1.2700825,1.3259393,1.0062789,0.9093975,-1.208076,-1.2897512,0.62995446,87.12999725341797,-0.66999626,-0.6269723,-0.90793604,-0.26251987,1
-0.14608407,1.2351682,1.2669863,-0.14598897,1.4096859,-1.6772084,-0.9229243,-1.692048,0.0,0.0,0.5151504,-1.9695354,0.5314095,-2.0476985,0.4868555,1.530226,-1.3977755,-0.740555,-1.8344891,-1.208076,1.5465469,-0.7804373,74.41000366210938,-0.66999626,-0.6269723,1.1013992,-2.116563,1
0.58364064,-0.9159521,-0.9371077,0.61214185,0.3856135,-0.94838005,0.6150385,0.5257259,0.0,0.0,-1.9411806,-1.9695354,0.5314095,0.48835316,0.4868555,0.47754395,1.3259393,0.00808854,0.9093975,-1.208076,-1.140106,1.6736784,89.16999816894531,-0.66999626,-0.6269723,1.1013992,-1.4212967,1
-0.8758088,0.5181281,-0.20240964,-0.90411985,-1.662531,1.238105,1.3840199,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-0.14040387,0.4180344,-0.2414595,-1.8344891,1.2550372,1.6451502,1.3138325,89.69000244140625,1.4925456,1.5949668,-0.90793604,1.7074009,1
0.58364064,1.2351682,1.2669863,-0.14598897,1.4096859,1.238105,-0.1539429,1.2649839,0.0,0.0,-1.9411806,0.50773394,0.5314095,0.48835316,0.4868555,0.5548347,1.3259393,2.0044699,-0.005231433,0.023480583,1.5627875,0.17460439,100.0,-0.66999626,1.5949668,1.1013992,0.60656273,1
-0.8758088,1.2351682,-0.20240964,-0.90411985,-0.63845885,1.238105,-0.9229243,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-1.2010835,0.4180344,0.00808854,0.9093975,1.2550372,-1.3326726,-0.71563095,99.5999984741211,1.4925456,-0.6269723,-0.90793604,1.156982,1
-1.6055334,0.5181281,0.5322883,-0.90411985,-1.662531,0.5092766,0.6150385,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,0.4868555,-0.841109,0.4180344,-0.2414595,-0.91986036,1.2550372,1.6648711,-1.3585784,94.4800033569336,1.4925456,1.5949668,-0.90793604,1.1280125,1
-0.8758088,0.5181281,-0.20240964,-0.90411985,-0.63845885,1.238105,-2.460887,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,-2.0476985,0.4868555,-1.5951957,-0.48987058,-0.740555,-0.005231433,0.023480583,0.0814162,0.4065429,71.97000122070312,-0.66999626,-0.6269723,-0.90793604,0.20099117,1
-1.6055334,-0.9159521,-0.9371077,-0.90411985,-0.63845885,1.238105,1.3840199,0.5257259,0.0,0.0,0.5151504,0.50773394,0.5314095,0.48835316,-2.0539975,0.24950314,-0.48987058,-0.49100694,-0.005231433,0.023480583,0.681157,0.23599973,78.95999908447266,-0.66999626,-0.6269723,1.1013992,1.0990433,1
